train/episode,stats_g/std,stats_g/mean,test/mean_Q,test/episode,stats_o/mean,train/success_rate,stats_o/std,epoch,test/success_rate
55800.0,0.019204441,0.675164,-19.143875,11160.0,0.3040807,0.0,0.7965421,557,0.15
55900.0,0.019198988,0.67516637,-26.53097,11180.0,0.30407766,0.01,0.79652846,558,0.0
56000.0,0.01919521,0.67516994,-15.608368,11200.0,0.30408978,0.0,0.7964998,559,0.0
56100.0,0.019191228,0.6751726,-24.554903,11220.0,0.3040871,0.01,0.796455,560,0.1
56200.0,0.019182961,0.67517316,-22.806988,11240.0,0.3040814,0.0,0.79640865,561,0.25
56300.0,0.019181788,0.6751744,-21.811167,11260.0,0.30408436,0.01,0.79634815,562,0.2
56400.0,0.019179126,0.67517436,-15.491613,11280.0,0.30408204,0.01,0.7962841,563,0.2
56500.0,0.019183787,0.6751719,-22.395994,11300.0,0.30408135,0.0,0.7963052,564,0.15
56600.0,0.019185204,0.67516786,-19.282654,11320.0,0.3041018,0.0,0.79628783,565,0.25
56700.0,0.019183328,0.6751646,-24.549757,11340.0,0.30410925,0.01,0.7962453,566,0.1
56800.0,0.019184176,0.67516387,-21.206825,11360.0,0.30411088,0.0,0.7962116,567,0.15
56900.0,0.019178158,0.67516404,-23.125828,11380.0,0.30411252,0.01,0.79618317,568,0.05
57000.0,0.019176576,0.6751612,-25.543806,11400.0,0.30410197,0.01,0.7961581,569,0.0
57100.0,0.019174742,0.6751616,-20.611486,11420.0,0.30410877,0.0,0.7961409,570,0.1
57200.0,0.01916635,0.6751629,-24.850216,11440.0,0.30410954,0.01,0.79606926,571,0.05
57300.0,0.019162713,0.67516524,-18.070105,11460.0,0.30411044,0.0,0.79601735,572,0.15
57400.0,0.01916248,0.6751694,-22.31481,11480.0,0.30411363,0.0,0.7959819,573,0.05
57500.0,0.019163603,0.67517346,-26.525986,11500.0,0.3041229,0.0,0.79593575,574,0.0
57600.0,0.01916141,0.6751709,-14.441027,11520.0,0.30411753,0.01,0.7958897,575,0.1
57700.0,0.019160267,0.6751691,-25.238695,11540.0,0.30411428,0.01,0.7958327,576,0.1
57800.0,0.01915675,0.675166,-27.065287,11560.0,0.30412447,0.0,0.795784,577,0.1
57900.0,0.019157998,0.67516625,-17.1864,11580.0,0.30414152,0.0,0.7957498,578,0.15
58000.0,0.019156812,0.67516893,-23.487875,11600.0,0.30414626,0.0,0.7957402,579,0.15
58100.0,0.019158343,0.67516965,-23.712042,11620.0,0.30415055,0.0,0.79571766,580,0.15
58200.0,0.019157376,0.67517066,-24.162338,11640.0,0.30415908,0.01,0.79570234,581,0.2
58300.0,0.01915836,0.6751744,-16.30799,11660.0,0.30417392,0.0,0.7956891,582,0.1
58400.0,0.019162333,0.67518073,-25.102303,11680.0,0.30418378,0.0,0.79567516,583,0.05
58500.0,0.01916695,0.67518544,-19.60408,11700.0,0.3041956,0.0,0.79568684,584,0.05
58600.0,0.01916473,0.67519224,-22.726345,11720.0,0.30422026,0.01,0.7957034,585,0.05
58700.0,0.019169157,0.675197,-22.910574,11740.0,0.30423605,0.0,0.795683,586,0.15
58800.0,0.019171346,0.67520064,-21.24168,11760.0,0.30425125,0.0,0.79564494,587,0.2
58900.0,0.019167494,0.6752006,-27.613705,11780.0,0.30426368,0.0,0.79558206,588,0.15
59000.0,0.019164532,0.675199,-10.646831,11800.0,0.3042725,0.01,0.79556483,589,0.25
59100.0,0.0191642,0.67519724,-16.895617,11820.0,0.30427894,0.0,0.79556286,590,0.1
59200.0,0.019162683,0.67519677,-18.970442,11840.0,0.30427542,0.01,0.79553455,591,0.2
59300.0,0.019161887,0.6751976,-25.49359,11860.0,0.30428186,0.01,0.795501,592,0.2
59400.0,0.019159675,0.6751954,-12.971866,11880.0,0.30427834,0.01,0.7954546,593,0.15
59500.0,0.019158388,0.67519766,-18.512312,11900.0,0.3042836,0.0,0.7954176,594,0.1
59600.0,0.019160459,0.67519987,-25.602987,11920.0,0.30429578,0.01,0.7953847,595,0.05
59700.0,0.019158684,0.6752009,-24.703157,11940.0,0.30430686,0.01,0.7953596,596,0.1
59800.0,0.01916427,0.6752063,-21.763916,11960.0,0.3043285,0.0,0.7953303,597,0.0
59900.0,0.019164097,0.6752116,-25.075901,11980.0,0.30433372,0.01,0.79531074,598,0.05
60000.0,0.019166203,0.6752111,-20.591879,12000.0,0.30432782,0.01,0.795297,599,0.05
60100.0,0.019162307,0.6752121,-24.834978,12020.0,0.3043399,0.0,0.7952641,600,0.15
60200.0,0.01916329,0.6752125,-25.293589,12040.0,0.30433986,0.02,0.79522234,601,0.05
60300.0,0.019161602,0.675214,-22.859024,12060.0,0.30434486,0.0,0.79515666,602,0.05
60400.0,0.019160423,0.6752141,-14.751383,12080.0,0.30435172,0.01,0.79513305,603,0.1
60500.0,0.019156732,0.675217,-26.19755,12100.0,0.3043553,0.0,0.7950967,604,0.1
60600.0,0.019157495,0.6752191,-20.421925,12120.0,0.30435526,0.0,0.79507,605,0.05
60700.0,0.019155925,0.675223,-29.357391,12140.0,0.30435315,0.0,0.7950401,606,0.05
60800.0,0.019153347,0.67522544,-20.801006,12160.0,0.30435944,0.0,0.79501224,607,0.05
60900.0,0.019147778,0.6752277,-14.457896,12180.0,0.30436188,0.0,0.7949988,608,0.2
61000.0,0.01914806,0.6752297,-31.667109,12200.0,0.30437282,0.01,0.7949736,609,0.0
61100.0,0.019146828,0.6752297,-20.460608,12220.0,0.30437306,0.01,0.7949689,610,0.15
61200.0,0.019144481,0.6752303,-21.779171,12240.0,0.30437577,0.01,0.7949098,611,0.1
61300.0,0.019142888,0.6752332,-21.952759,12260.0,0.30439016,0.0,0.79489154,612,0.25
61400.0,0.019145409,0.6752348,-24.263346,12280.0,0.30437887,0.01,0.7948758,613,0.05
61500.0,0.019143278,0.6752349,-21.609787,12300.0,0.30436373,0.0,0.794868,614,0.05
61600.0,0.019135306,0.67523646,-15.269681,12320.0,0.3043621,0.0,0.79486,615,0.05
61700.0,0.019131625,0.6752367,-20.206589,12340.0,0.30436435,0.0,0.79485244,616,0.05
61800.0,0.019133426,0.67523605,-20.411976,12360.0,0.30436963,0.01,0.79487735,617,0.05
61900.0,0.019128418,0.6752373,-15.252085,12380.0,0.30437505,0.0,0.7948644,618,0.1
62000.0,0.019131051,0.67523503,-24.52871,12400.0,0.30436948,0.0,0.79483247,619,0.1
62100.0,0.019131647,0.67523056,-21.09283,12420.0,0.30436653,0.0,0.79481214,620,0.2
62200.0,0.01913357,0.6752297,-20.884214,12440.0,0.30436847,0.01,0.79481155,621,0.05
62300.0,0.01913885,0.67523754,-20.629898,12460.0,0.304382,0.0,0.7948011,622,0.15
62400.0,0.019139549,0.6752396,-26.398447,12480.0,0.3043855,0.0,0.794769,623,0.05
62500.0,0.019137949,0.6752405,-19.65561,12500.0,0.30439734,0.01,0.7947525,624,0.05
62600.0,0.019135373,0.6752418,-21.394032,12520.0,0.3043951,0.0,0.79471684,625,0.15
62700.0,0.019131638,0.6752409,-23.47337,12540.0,0.30439764,0.01,0.7946702,626,0.15
62800.0,0.019130524,0.6752395,-19.632717,12560.0,0.30440924,0.0,0.79461914,627,0.2
62900.0,0.019129066,0.67524225,-30.92656,12580.0,0.30440593,0.0,0.79459065,628,0.1
63000.0,0.019127926,0.6752396,-20.893225,12600.0,0.30440506,0.01,0.7945779,629,0.25
63100.0,0.019126816,0.6752392,-14.437019,12620.0,0.30441615,0.0,0.79459554,630,0.05
63200.0,0.019127479,0.6752383,-11.43911,12640.0,0.30442223,0.0,0.79457396,631,0.2
63300.0,0.019126179,0.67523724,-18.887695,12660.0,0.30441988,0.0,0.7945361,632,0.0
63400.0,0.019123213,0.67523754,-19.056065,12680.0,0.3044087,0.0,0.7945287,633,0.1
63500.0,0.01912444,0.6752399,-27.728369,12700.0,0.30440885,0.0,0.7945176,634,0.05
63600.0,0.019123215,0.6752398,-18.420065,12720.0,0.30439743,0.0,0.79451174,635,0.1
63700.0,0.019125791,0.67524326,-23.749128,12740.0,0.3044019,0.01,0.79452246,636,0.0
63800.0,0.019144582,0.67525154,-28.655376,12760.0,0.30441776,0.0,0.79451597,637,0.05
63900.0,0.019150555,0.67526037,-14.329448,12780.0,0.30442876,0.0,0.7944809,638,0.2
64000.0,0.019152256,0.6752635,-15.840296,12800.0,0.3044283,0.0,0.7944742,639,0.15
64100.0,0.019154256,0.675265,-22.033075,12820.0,0.30443484,0.01,0.79444,640,0.1
64200.0,0.019157734,0.67526597,-29.050507,12840.0,0.30444035,0.0,0.7944189,641,0.1
64300.0,0.019158576,0.6752683,-20.70409,12860.0,0.30445412,0.02,0.79443574,642,0.15
64400.0,0.019168291,0.67527544,-27.18432,12880.0,0.304467,0.0,0.7944277,643,0.15
64500.0,0.019174136,0.6752819,-9.4653425,12900.0,0.30448404,0.0,0.79441166,644,0.15
64600.0,0.01916597,0.6752819,-18.007614,12920.0,0.3044927,0.02,0.79442567,645,0.15
64700.0,0.019164452,0.67528343,-27.198498,12940.0,0.30448994,0.02,0.7944035,646,0.1
64800.0,0.019166356,0.67528236,-20.500622,12960.0,0.30449063,0.0,0.7943931,647,0.05
64900.0,0.019160537,0.67528117,-16.67884,12980.0,0.30448276,0.0,0.79437137,648,0.05
65000.0,0.019159637,0.6752827,-27.283047,13000.0,0.30447966,0.02,0.7943459,649,0.05
65100.0,0.019161291,0.675284,-21.473154,13020.0,0.30448315,0.0,0.7943279,650,0.15
65200.0,0.019159248,0.6752849,-16.238977,13040.0,0.30448604,0.02,0.7943127,651,0.2
65300.0,0.019161228,0.675286,-17.092081,13060.0,0.3044944,0.01,0.7943086,652,0.05
65400.0,0.019162633,0.6752875,-18.627058,13080.0,0.30450192,0.0,0.7942872,653,0.1
65500.0,0.019156033,0.675288,-15.450353,13100.0,0.30450842,0.0,0.79428834,654,0.05
65600.0,0.019151175,0.67528707,-7.555003,13120.0,0.30450615,0.01,0.7942771,655,0.15
65700.0,0.019148493,0.67528766,-20.0242,13140.0,0.30451053,0.0,0.79426897,656,0.1
65800.0,0.019146735,0.67528915,-20.371195,13160.0,0.30450532,0.0,0.79423547,657,0.1
65900.0,0.019141858,0.67529434,-21.274345,13180.0,0.30451402,0.0,0.794219,658,0.15
66000.0,0.019148404,0.6753012,-25.223936,13200.0,0.3045176,0.01,0.79422134,659,0.05
66100.0,0.019159459,0.6753064,-26.645351,13220.0,0.30452654,0.0,0.7941839,660,0.05
66200.0,0.019166963,0.6753127,-15.134956,13240.0,0.30452922,0.0,0.7941243,661,0.05
66300.0,0.01916936,0.6753184,-17.781834,13260.0,0.30453748,0.0,0.794106,662,0.0
66400.0,0.01917033,0.6753225,-15.580889,13280.0,0.3045408,0.0,0.7940452,663,0.2
66500.0,0.019167818,0.6753261,-15.101929,13300.0,0.3045392,0.0,0.7939777,664,0.1
66600.0,0.01916358,0.6753261,-18.245436,13320.0,0.3045341,0.0,0.7939564,665,0.1
66700.0,0.019163225,0.6753273,-21.409935,13340.0,0.3045352,0.01,0.79393417,666,0.15
66800.0,0.019157082,0.6753301,-22.252659,13360.0,0.30453756,0.02,0.7939184,667,0.2
66900.0,0.019159626,0.6753311,-15.997156,13380.0,0.30454397,0.0,0.79388034,668,0.25
67000.0,0.019157313,0.675335,-23.52866,13400.0,0.30453852,0.0,0.79383004,669,0.15
67100.0,0.019156896,0.6753365,-19.470585,13420.0,0.30454677,0.0,0.7938344,670,0.2
67200.0,0.019156618,0.6753369,-15.149664,13440.0,0.30454978,0.01,0.7938244,671,0.15
67300.0,0.019161152,0.6753388,-24.00793,13460.0,0.30455655,0.0,0.7937954,672,0.1
67400.0,0.019156497,0.6753417,-19.237947,13480.0,0.30454865,0.01,0.79379445,673,0.5
67500.0,0.01915173,0.67534274,-15.762474,13500.0,0.30455375,0.01,0.7937576,674,0.1
67600.0,0.019151697,0.67534363,-21.074902,13520.0,0.30455083,0.0,0.79369366,675,0.0
67700.0,0.019155186,0.6753439,-27.20646,13540.0,0.30454907,0.0,0.79365623,676,0.05
67800.0,0.019154701,0.67534596,-25.93775,13560.0,0.3045547,0.01,0.7936333,677,0.05
67900.0,0.019151153,0.6753491,-18.121975,13580.0,0.30455226,0.01,0.79357874,678,0.1
68000.0,0.019151157,0.67535156,-22.027164,13600.0,0.30454645,0.01,0.79354125,679,0.2
68100.0,0.019149857,0.67535436,-30.579609,13620.0,0.304545,0.0,0.79350996,680,0.1
68200.0,0.019153798,0.675357,-11.686499,13640.0,0.30454364,0.0,0.79347575,681,0.05
68300.0,0.019150326,0.6753595,-23.564976,13660.0,0.3045378,0.01,0.79346913,682,0.0
68400.0,0.019155612,0.6753634,-10.869115,13680.0,0.3045438,0.0,0.7934059,683,0.2
68500.0,0.019150598,0.6753664,-28.077698,13700.0,0.30453765,0.0,0.79336274,684,0.05
68600.0,0.01914524,0.6753695,-21.615955,13720.0,0.3045371,0.0,0.7933494,685,0.1
68700.0,0.019146992,0.6753711,-24.172985,13740.0,0.3045332,0.01,0.7933387,686,0.15
68800.0,0.019145485,0.6753725,-28.0741,13760.0,0.3045298,0.01,0.79331917,687,0.1
68900.0,0.01914562,0.67537475,-13.909772,13780.0,0.3045274,0.01,0.79329896,688,0.0
69000.0,0.019145638,0.6753754,-21.427435,13800.0,0.3045234,0.02,0.7932981,689,0.1
69100.0,0.019146843,0.67537725,-12.21791,13820.0,0.30452096,0.01,0.7932874,690,0.15
69200.0,0.019144436,0.67537946,-22.01379,13840.0,0.30451897,0.0,0.7932516,691,0.05
69300.0,0.019143138,0.67538184,-18.468912,13860.0,0.3045202,0.0,0.7932226,692,0.15
69400.0,0.019146541,0.6753836,-14.821974,13880.0,0.30451912,0.0,0.7931912,693,0.25
69500.0,0.0191431,0.67538583,-16.344666,13900.0,0.30452755,0.02,0.7931758,694,0.1
69600.0,0.019137077,0.675388,-24.870583,13920.0,0.30453044,0.0,0.7931515,695,0.1
69700.0,0.01914069,0.6753923,-30.278814,13940.0,0.30453026,0.03,0.79316336,696,0.05
69800.0,0.01913651,0.6753947,-22.570187,13960.0,0.30453047,0.0,0.79313254,697,0.05
69900.0,0.019139493,0.67539865,-17.11885,13980.0,0.30453074,0.01,0.79310095,698,0.05
70000.0,0.019133452,0.67540246,-16.482456,14000.0,0.30452922,0.01,0.7930832,699,0.1
70100.0,0.019131918,0.6754053,-16.688961,14020.0,0.3045311,0.02,0.7930595,700,0.0
70200.0,0.01913125,0.6754086,-13.245547,14040.0,0.30453333,0.0,0.7930056,701,0.15
70300.0,0.019128775,0.67541087,-27.52835,14060.0,0.3045245,0.02,0.7929575,702,0.0
70400.0,0.01912865,0.6754115,-30.608011,14080.0,0.304513,0.02,0.7929406,703,0.0
